Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
17122006,132500,1.448,0.108,240.460,6.000,0.000,0.000,18.000
17122006,132600,1.442,0.106,240.110,6.000,0.000,0.000,18.000
17122006,132700,1.446,0.108,240.450,6.000,0.000,0.000,17.000
17122006,132800,1.446,0.108,240.730,6.000,0.000,0.000,18.000
17122006,132900,1.440,0.106,240.290,6.000,0.000,0.000,18.000
17122006,133000,1.440,0.108,240.190,6.000,0.000,0.000,18.000
17122006,133100,1.436,0.106,240.060,6.000,0.000,0.000,17.000
17122006,133200,1.440,0.108,240.480,6.000,0.000,0.000,18.000
17122006,133300,1.436,0.106,240.200,6.000,0.000,0.000,18.000
17122006,133400,1.434,0.106,240.030,6.000,0.000,0.000,17.000
17122006,133500,1.648,0.102,239.800,6.800,0.000,0.000,18.000
17122006,133600,1.734,0.102,239.490,7.200,0.000,0.000,17.000
17122006,133700,1.816,0.202,239.020,7.600,0.000,0.000,18.000
17122006,133800,1.808,0.204,239.800,7.600,0.000,0.000,17.000
17122006,133900,1.822,0.210,240.610,7.600,0.000,0.000,18.000
17122006,134000,1.822,0.210,240.470,7.600,0.000,0.000,18.000
17122006,134100,1.826,0.210,240.860,7.600,0.000,0.000,18.000
17122006,134200,1.824,0.210,240.800,7.600,0.000,0.000,17.000
17122006,134300,1.820,0.208,240.560,7.600,0.000,0.000,18.000
17122006,134400,1.810,0.206,239.910,7.600,0.000,0.000,18.000
17122006,134500,1.810,0.206,240.010,7.600,0.000,0.000,17.000
17122006,134600,1.806,0.206,239.840,7.600,0.000,0.000,18.000
17122006,134700,1.814,0.208,240.450,7.600,0.000,0.000,18.000
17122006,134800,1.812,0.208,240.410,7.600,0.000,0.000,17.000
17122006,134900,1.784,0.154,241.240,7.400,0.000,0.000,18.000
17122006,135000,1.758,0.112,241.600,7.200,0.000,0.000,18.000
17122006,135100,1.768,0.114,242.260,7.200,0.000,0.000,18.000
17122006,135200,1.764,0.112,242.000,7.200,0.000,0.000,18.000
17122006,135300,1.764,0.112,242.110,7.200,0.000,0.000,18.000
17122006,135400,2.152,0.106,241.420,9.200,0.000,0.000,18.000
17122006,135500,3.092,0.092,240.030,12.800,0.000,0.000,17.000
17122006,135600,1.790,0.108,241.810,7.400,0.000,0.000,18.000
17122006,135700,1.760,0.108,241.580,7.200,0.000,0.000,18.000
17122006,135800,1.752,0.104,240.730,7.200,0.000,0.000,18.000
17122006,135900,1.750,0.106,240.850,7.200,0.000,0.000,17.000
17122006,140000,1.744,0.104,240.380,7.200,0.000,0.000,18.000
17122006,140100,1.770,0.110,241.890,7.200,0.000,0.000,18.000
17122006,140200,1.794,0.118,243.500,7.400,0.000,0.000,18.000
17122006,140300,1.774,0.110,241.960,7.200,0.000,0.000,18.000
17122006,140400,1.782,0.112,242.610,7.200,0.000,0.000,18.000
17122006,140500,1.788,0.114,243.210,7.400,0.000,0.000,18.000
17122006,140600,2.400,0.134,242.580,10.200,0.000,0.000,18.000
17122006,140700,1.800,0.122,244.280,7.400,0.000,0.000,18.000
17122006,140800,1.938,0.120,244.510,8.000,0.000,0.000,19.000
17122006,140900,2.304,0.116,244.460,9.800,0.000,0.000,18.000
17122006,141000,2.066,0.142,243.750,8.600,0.000,0.000,18.000
17122006,141100,1.938,0.120,244.030,8.000,0.000,0.000,18.000
17122006,141200,1.802,0.122,244.710,7.400,0.000,0.000,19.000
17122006,141300,1.954,0.246,243.890,8.000,0.000,0.000,18.000
17122006,141400,2.058,0.316,243.320,8.600,0.000,0.000,18.000
17122006,141500,2.102,0.402,243.130,8.800,0.000,0.000,18.000
17122006,141600,2.118,0.404,244.380,8.800,0.000,0.000,18.000
17122006,141700,2.120,0.402,244.590,8.800,0.000,0.000,19.000
17122006,141800,2.106,0.396,244.390,8.600,0.000,0.000,18.000
17122006,141900,2.124,0.400,245.830,8.800,0.000,0.000,18.000
17122006,142000,2.134,0.404,246.700,8.800,0.000,0.000,19.000
17122006,142100,2.134,0.404,246.850,8.800,0.000,0.000,19.000
17122006,142200,2.120,0.398,246.060,8.600,0.000,0.000,18.000
17122006,142300,2.122,0.394,246.310,8.600,0.000,0.000,19.000
17122006,142400,2.118,0.390,246.040,8.600,0.000,0.000,18.000
17122006,142500,2.106,0.386,245.340,8.600,0.000,0.000,19.000
17122006,142600,2.136,0.354,245.720,8.800,0.000,0.000,18.000
17122006,142700,2.510,0.274,246.000,10.400,0.000,0.000,19.000
17122006,142800,2.680,0.292,246.040,11.200,0.000,0.000,18.000
17122006,142900,2.372,0.282,245.640,9.800,0.000,0.000,19.000
17122006,143000,2.154,0.268,245.510,8.800,0.000,0.000,18.000
17122006,143100,2.146,0.266,245.080,8.800,0.000,0.000,18.000
17122006,143200,2.140,0.262,244.670,8.800,0.000,0.000,19.000
17122006,143300,2.142,0.260,244.490,8.800,0.000,0.000,18.000
17122006,143400,2.228,0.258,244.510,9.000,0.000,0.000,18.000
17122006,143500,2.190,0.254,243.880,9.000,0.000,0.000,18.000
17122006,143600,2.122,0.252,243.180,8.800,0.000,0.000,19.000
17122006,143700,2.118,0.250,242.890,8.600,0.000,0.000,18.000
17122006,143800,2.120,0.252,243.160,8.800,0.000,0.000,18.000
17122006,143900,2.118,0.250,242.940,8.600,0.000,0.000,18.000
17122006,144000,2.110,0.254,242.460,8.600,0.000,0.000,18.000
17122006,144100,2.110,0.266,242.600,8.600,0.000,0.000,18.000
17122006,144200,2.110,0.264,242.480,8.600,0.000,0.000,18.000
17122006,144300,2.108,0.264,242.470,8.600,0.000,0.000,18.000
17122006,144400,2.104,0.268,241.650,8.800,0.000,0.000,18.000
17122006,144500,1.856,0.238,242.580,7.600,0.000,0.000,18.000
17122006,144600,1.858,0.240,242.860,7.600,0.000,2.000,18.000
17122006,144700,1.870,0.244,243.870,7.600,0.000,1.000,18.000
17122006,144800,2.046,0.242,243.910,8.400,0.000,1.000,18.000
17122006,144900,2.152,0.236,243.170,8.800,0.000,2.000,18.000
17122006,145000,2.170,0.244,244.360,8.800,0.000,1.000,18.000
17122006,145100,2.162,0.240,243.880,8.800,0.000,2.000,19.000
17122006,145200,2.160,0.240,243.800,8.800,0.000,1.000,18.000
17122006,145300,2.154,0.240,243.780,8.800,0.000,1.000,18.000
17122006,145400,2.238,0.324,244.460,9.200,0.000,2.000,18.000
17122006,145500,2.240,0.348,244.050,9.200,0.000,1.000,18.000
17122006,145600,2.248,0.352,244.600,9.200,0.000,2.000,19.000
17122006,145700,2.188,0.260,244.760,9.000,0.000,1.000,18.000
17122006,145800,2.152,0.212,244.710,8.800,0.000,1.000,18.000
17122006,145900,2.130,0.208,243.880,8.600,0.000,2.000,19.000
17122006,150000,2.110,0.202,243.110,8.600,0.000,1.000,18.000
17122006,150100,2.112,0.204,243.380,8.600,0.000,1.000,18.000
17122006,150200,2.120,0.208,244.070,8.600,0.000,2.000,18.000
17122006,150300,2.108,0.204,243.260,8.600,0.000,1.000,18.000
17122006,150400,2.106,0.204,243.310,8.600,0.000,1.000,18.000
17122006,150500,2.076,0.178,242.840,8.600,0.000,1.000,18.000
17122006,150600,1.996,0.070,241.880,8.200,0.000,2.000,18.000
17122006,150700,2.004,0.070,241.870,8.200,0.000,1.000,18.000
17122006,150800,2.010,0.074,242.780,8.200,0.000,1.000,18.000
17122006,150900,2.002,0.072,242.110,8.200,0.000,1.000,18.000
17122006,151000,1.934,0.000,241.730,8.000,0.000,0.000,18.000
17122006,151100,1.954,0.000,242.360,8.000,0.000,0.000,18.000
17122006,151200,2.060,0.080,242.680,8.400,0.000,0.000,18.000
17122006,151300,2.022,0.082,241.480,8.400,0.000,0.000,18.000
17122006,151400,2.128,0.080,241.380,8.800,0.000,0.000,18.000
17122006,151500,2.180,0.078,241.260,9.000,0.000,0.000,17.000
17122006,151600,2.178,0.078,241.220,9.000,0.000,0.000,18.000
17122006,151700,2.172,0.076,240.880,9.000,0.000,0.000,18.000
17122006,151800,2.180,0.078,241.420,9.000,0.000,0.000,18.000
17122006,151900,2.100,0.080,241.370,8.600,0.000,0.000,18.000
17122006,152000,2.142,0.084,241.850,8.800,0.000,0.000,18.000
17122006,152100,2.144,0.086,241.880,8.800,0.000,0.000,17.000
17122006,152200,2.070,0.088,242.300,8.400,0.000,0.000,18.000
17122006,152300,2.042,0.090,242.710,8.400,0.000,0.000,18.000
17122006,152400,3.006,0.106,241.290,12.400,0.000,0.000,18.000
17122006,152500,3.156,0.126,241.890,13.000,1.000,0.000,18.000
17122006,152600,3.118,0.106,240.900,12.800,1.000,0.000,18.000
17122006,152700,3.124,0.098,241.150,12.800,2.000,0.000,18.000
17122006,152800,4.502,0.082,238.420,19.800,1.000,0.000,17.000
17122006,152900,5.570,0.076,237.770,23.400,1.000,0.000,17.000
17122006,153000,3.054,0.100,240.930,13.000,1.000,0.000,18.000
17122006,153100,2.886,0.170,240.920,12.000,1.000,0.000,18.000
17122006,153200,2.902,0.208,241.530,12.000,2.000,0.000,18.000
17122006,153300,2.892,0.204,240.760,12.000,1.000,0.000,18.000
17122006,153400,2.888,0.204,240.830,12.000,1.000,0.000,17.000
17122006,153500,2.880,0.202,240.210,12.000,1.000,0.000,18.000
17122006,153600,2.858,0.198,239.380,11.800,1.000,0.000,18.000
17122006,153700,3.382,0.148,238.540,14.600,9.000,0.000,17.000
17122006,153800,4.944,0.048,236.930,20.800,38.000,0.000,17.000
17122006,153900,4.928,0.048,236.760,20.800,38.000,0.000,17.000
17122006,154000,4.908,0.046,236.280,20.600,38.000,0.000,17.000
17122006,154100,4.918,0.046,236.660,20.600,37.000,0.000,18.000
17122006,154200,4.956,0.050,237.670,20.800,38.000,0.000,17.000
17122006,154300,4.944,0.052,237.550,20.800,38.000,0.000,17.000
17122006,154400,4.968,0.000,237.920,20.800,38.000,0.000,17.000
17122006,154500,4.890,0.000,236.940,20.600,38.000,0.000,18.000
17122006,154600,4.900,0.000,237.110,20.600,38.000,0.000,17.000
17122006,154700,2.812,0.000,240.430,11.800,4.000,0.000,18.000
17122006,154800,4.794,0.000,238.880,20.200,33.000,0.000,17.000
17122006,154900,2.920,0.000,239.870,12.200,5.000,0.000,18.000
17122006,155000,2.852,0.000,239.600,11.800,1.000,0.000,17.000
17122006,155100,2.814,0.000,239.640,11.600,2.000,0.000,18.000
17122006,155200,2.744,0.000,239.600,11.400,1.000,0.000,17.000
17122006,155300,2.760,0.000,240.500,11.400,1.000,0.000,18.000
17122006,155400,2.758,0.000,240.870,11.400,1.000,0.000,18.000
17122006,155500,2.824,0.068,240.250,11.600,2.000,0.000,18.000
17122006,155600,2.848,0.118,240.310,11.800,1.000,0.000,17.000
17122006,155700,2.844,0.118,239.970,11.800,1.000,0.000,18.000
17122006,155800,2.810,0.112,238.460,11.800,1.000,0.000,17.000
17122006,155900,2.820,0.116,239.000,11.800,1.000,0.000,18.000
17122006,160000,2.818,0.114,239.010,11.800,2.000,0.000,17.000
17122006,160100,2.842,0.126,239.730,11.800,1.000,0.000,18.000
17122006,160200,2.834,0.120,239.830,11.800,1.000,0.000,17.000
17122006,160300,2.830,0.118,239.790,11.800,1.000,0.000,18.000
17122006,160400,2.824,0.118,239.510,11.800,1.000,0.000,18.000
17122006,160500,2.814,0.116,238.950,11.800,2.000,0.000,17.000
17122006,160600,2.794,0.112,237.970,11.600,1.000,0.000,17.000
17122006,160700,2.794,0.112,237.980,11.600,1.000,0.000,18.000
17122006,160800,2.780,0.110,237.260,11.600,1.000,0.000,17.000
17122006,160900,2.780,0.110,237.390,11.600,1.000,0.000,17.000
17122006,161000,2.756,0.138,236.410,11.600,2.000,0.000,17.000
17122006,161100,2.748,0.130,237.140,11.600,0.000,0.000,18.000
17122006,161200,2.776,0.116,236.790,11.600,2.000,0.000,17.000
17122006,161300,2.842,0.154,238.030,12.000,1.000,0.000,17.000
17122006,161400,2.856,0.184,238.470,12.000,1.000,0.000,17.000
17122006,161500,2.798,0.088,238.960,11.600,1.000,0.000,18.000
17122006,161600,2.810,0.090,239.430,11.600,1.000,0.000,18.000
17122006,161700,2.810,0.088,239.550,11.600,2.000,0.000,17.000
17122006,161800,2.792,0.088,238.810,11.600,1.000,0.000,18.000
17122006,161900,2.792,0.114,238.950,11.600,1.000,0.000,17.000
17122006,162000,2.750,0.112,238.630,11.400,1.000,0.000,17.000
17122006,162100,2.762,0.094,237.460,11.600,1.000,0.000,18.000
17122006,162200,4.838,0.066,235.240,20.600,34.000,0.000,17.000
17122006,162300,4.878,0.064,234.930,20.600,37.000,0.000,17.000
17122006,162400,4.864,0.000,235.590,20.600,37.000,0.000,17.000
17122006,162500,4.868,0.000,236.610,20.400,38.000,0.000,17.000
17122006,162600,4.876,0.000,236.750,20.600,37.000,0.000,17.000
17122006,162700,4.810,0.000,235.090,20.400,37.000,0.000,17.000
17122006,162800,4.790,0.000,234.480,20.400,37.000,0.000,17.000
17122006,162900,4.784,0.000,234.200,20.400,37.000,0.000,17.000
17122006,163000,4.806,0.000,234.920,20.400,37.000,0.000,16.000
17122006,163100,4.834,0.000,235.960,20.400,37.000,0.000,17.000
17122006,163200,4.856,0.000,236.540,20.400,38.000,0.000,18.000
17122006,163300,4.844,0.000,236.170,20.400,37.000,0.000,17.000
17122006,163400,4.912,0.084,234.940,20.800,37.000,0.000,17.000
17122006,163500,3.120,0.100,237.160,13.600,8.000,0.000,17.000
17122006,163600,2.730,0.100,237.830,11.400,0.000,0.000,17.000
17122006,163700,2.962,0.096,237.800,12.400,0.000,0.000,17.000
17122006,163800,2.764,0.104,237.650,11.600,0.000,0.000,18.000
17122006,163900,2.748,0.138,238.220,11.400,1.000,0.000,17.000
17122006,164000,2.722,0.106,237.750,11.400,0.000,0.000,17.000
17122006,164100,2.768,0.098,237.720,11.600,0.000,0.000,18.000
17122006,164200,2.832,0.098,238.250,11.800,0.000,0.000,17.000
17122006,164300,2.804,0.092,236.910,11.800,0.000,0.000,17.000
17122006,164400,2.788,0.090,236.120,11.800,0.000,0.000,17.000
17122006,164500,2.802,0.092,236.720,11.800,0.000,0.000,18.000
17122006,164600,2.800,0.092,236.590,11.800,0.000,0.000,17.000
17122006,164700,2.776,0.088,235.400,11.800,0.000,0.000,17.000
17122006,164800,2.768,0.100,234.200,11.800,0.000,0.000,16.000
17122006,164900,2.798,0.116,234.660,11.800,0.000,0.000,17.000
17122006,165000,2.846,0.098,234.700,12.000,0.000,0.000,17.000
17122006,165100,3.234,0.072,233.860,13.800,0.000,0.000,17.000
17122006,165200,3.256,0.000,235.000,13.800,0.000,0.000,17.000
17122006,165300,3.272,0.000,235.640,13.800,0.000,0.000,17.000
17122006,165400,3.328,0.100,235.310,14.200,0.000,0.000,17.000
17122006,165500,3.316,0.128,234.470,14.000,0.000,0.000,17.000
17122006,165600,3.390,0.180,235.440,14.400,0.000,0.000,17.000
17122006,165700,3.418,0.248,235.230,14.400,0.000,1.000,17.000
17122006,165800,3.384,0.244,233.640,14.400,0.000,1.000,16.000
17122006,165900,3.374,0.242,233.170,14.400,0.000,2.000,17.000
17122006,170000,3.388,0.244,233.820,14.400,0.000,1.000,17.000
17122006,170100,3.376,0.242,233.350,14.400,0.000,2.000,17.000
17122006,170200,3.354,0.238,232.460,14.400,0.000,1.000,16.000
17122006,170300,3.472,0.236,232.290,15.000,0.000,1.000,17.000
17122006,170400,3.484,0.176,231.570,15.000,0.000,2.000,16.000
17122006,170500,3.422,0.136,231.180,14.800,0.000,1.000,16.000
17122006,170600,3.416,0.136,230.940,14.800,0.000,1.000,17.000
17122006,170700,3.446,0.136,231.330,14.800,0.000,2.000,16.000
17122006,170800,3.660,0.138,233.010,15.600,0.000,1.000,17.000
17122006,170900,3.586,0.144,233.930,15.200,0.000,1.000,17.000
17122006,171000,3.556,0.140,232.830,15.200,0.000,2.000,16.000
17122006,171100,3.604,0.156,234.180,15.400,0.000,1.000,17.000
17122006,171200,3.728,0.276,235.760,15.800,0.000,1.000,17.000
17122006,171300,3.700,0.270,234.860,15.800,0.000,2.000,17.000
17122006,171400,3.678,0.268,234.110,15.600,0.000,1.000,17.000
17122006,171500,3.670,0.266,233.910,15.600,0.000,1.000,17.000
17122006,171600,3.702,0.272,235.240,15.800,0.000,1.000,17.000
17122006,171700,3.744,0.276,234.860,16.000,0.000,1.000,16.000
17122006,171800,3.796,0.288,234.460,16.200,0.000,2.000,17.000
17122006,171900,3.808,0.288,234.740,16.200,0.000,1.000,17.000
17122006,172000,3.580,0.294,235.390,15.200,0.000,1.000,17.000
17122006,172100,3.370,0.220,233.340,14.400,0.000,1.000,17.000
17122006,172200,3.130,0.174,234.050,13.400,0.000,0.000,17.000
17122006,172300,3.238,0.172,233.580,13.800,0.000,0.000,16.000
17122006,172400,3.390,0.170,232.650,14.600,0.000,0.000,17.000
17122006,172500,3.360,0.164,231.200,14.400,0.000,0.000,16.000
17122006,172600,3.400,0.162,232.860,14.600,0.000,0.000,17.000
17122006,172700,3.396,0.164,232.890,14.600,0.000,0.000,17.000
17122006,172800,3.282,0.100,232.330,14.000,0.000,0.000,16.000
17122006,172900,2.996,0.056,232.470,12.800,0.000,0.000,17.000
17122006,173000,3.002,0.058,232.790,12.800,0.000,0.000,16.000
17122006,173100,3.000,0.058,232.880,12.800,0.000,0.000,17.000
17122006,173200,2.994,0.056,233.030,12.800,0.000,0.000,17.000
17122006,173300,3.058,0.056,233.110,13.000,0.000,0.000,16.000
17122006,173400,3.118,0.120,232.580,13.400,0.000,0.000,17.000
17122006,173500,3.168,0.158,234.570,13.400,0.000,0.000,17.000
17122006,173600,3.262,0.158,234.690,13.800,0.000,0.000,17.000
17122006,173700,3.306,0.158,235.390,14.000,0.000,0.000,17.000
17122006,173800,3.288,0.156,234.840,14.000,0.000,0.000,17.000
17122006,173900,3.282,0.154,234.630,14.000,0.000,0.000,16.000
17122006,174000,3.292,0.158,234.990,14.000,0.000,0.000,17.000
17122006,174100,3.280,0.154,234.390,14.000,0.000,0.000,17.000
17122006,174200,3.502,0.158,235.510,14.800,0.000,0.000,17.000
17122006,174300,3.376,0.156,235.420,14.400,0.000,0.000,17.000
17122006,174400,3.332,0.114,235.560,14.200,0.000,0.000,17.000
17122006,174500,3.292,0.060,235.580,14.000,0.000,0.000,17.000
17122006,174600,3.280,0.058,234.990,14.000,0.000,0.000,17.000
17122006,174700,3.298,0.058,235.770,14.000,0.000,0.000,17.000
17122006,174800,3.296,0.060,235.690,14.000,0.000,0.000,17.000
17122006,174900,3.274,0.058,234.740,14.000,0.000,0.000,17.000
17122006,175000,3.412,0.184,235.790,14.400,0.000,0.000,17.000
17122006,175100,3.412,0.188,236.200,14.400,0.000,0.000,17.000
17122006,175200,3.418,0.188,236.210,14.400,0.000,0.000,17.000
17122006,175300,3.416,0.190,236.370,14.400,0.000,0.000,17.000
17122006,175400,3.418,0.190,236.590,14.400,0.000,0.000,18.000
17122006,175500,3.430,0.192,237.110,14.400,0.000,0.000,17.000
17122006,175600,3.434,0.190,236.870,14.400,0.000,0.000,17.000
17122006,175700,3.792,0.176,235.980,16.000,0.000,0.000,17.000
17122006,175800,3.652,0.166,235.910,15.400,0.000,0.000,17.000
17122006,175900,3.590,0.166,236.020,15.200,0.000,0.000,17.000
17122006,180000,3.328,0.168,235.860,14.000,0.000,0.000,17.000
17122006,180100,3.336,0.172,236.270,14.000,0.000,0.000,17.000
17122006,180200,3.386,0.170,236.310,14.200,0.000,0.000,17.000
17122006,180300,3.528,0.272,235.630,15.000,0.000,0.000,17.000
17122006,180400,3.496,0.260,235.220,14.800,0.000,0.000,17.000
17122006,180500,3.396,0.166,235.280,14.400,0.000,0.000,17.000
17122006,180600,3.266,0.106,234.270,13.800,0.000,0.000,17.000
17122006,180700,3.340,0.000,234.720,14.200,0.000,0.000,17.000
17122006,180800,3.260,0.000,235.730,13.800,0.000,0.000,17.000
17122006,180900,3.236,0.000,235.840,13.600,0.000,0.000,17.000
17122006,181000,3.216,0.000,235.000,13.600,0.000,0.000,17.000
17122006,181100,3.232,0.000,235.670,13.600,0.000,0.000,17.000
17122006,181200,3.236,0.000,235.900,13.600,0.000,0.000,17.000
17122006,181300,3.254,0.000,236.640,13.800,0.000,0.000,17.000
17122006,181400,3.308,0.076,237.390,14.000,0.000,0.000,18.000
17122006,181500,3.612,0.254,236.940,15.200,0.000,0.000,17.000
17122006,181600,4.100,0.156,236.330,17.800,0.000,0.000,17.000
17122006,181700,6.254,0.118,233.690,26.600,0.000,0.000,17.000
17122006,181800,6.204,0.116,232.700,26.600,0.000,0.000,16.000
17122006,181900,4.536,0.128,234.340,20.000,0.000,0.000,17.000
17122006,182000,3.606,0.134,234.730,15.400,0.000,0.000,17.000
17122006,182100,3.594,0.132,234.580,15.200,0.000,0.000,17.000
17122006,182200,3.614,0.136,235.460,15.400,0.000,0.000,17.000
17122006,182300,3.612,0.136,235.450,15.200,0.000,0.000,17.000
17122006,182400,3.612,0.134,235.420,15.200,0.000,0.000,17.000
17122006,182500,3.576,0.086,235.420,15.200,0.000,0.000,17.000
17122006,182600,3.552,0.000,235.790,15.000,0.000,0.000,17.000
17122006,182700,3.550,0.000,235.750,15.000,0.000,0.000,17.000
17122006,182800,3.566,0.046,235.540,15.000,0.000,0.000,17.000
17122006,182900,3.660,0.166,235.770,15.400,0.000,0.000,17.000
17122006,183000,3.624,0.162,234.530,15.400,0.000,0.000,17.000
17122006,183100,3.626,0.162,234.720,15.400,0.000,0.000,17.000
17122006,183200,3.620,0.162,234.580,15.400,0.000,0.000,16.000
17122006,183300,3.420,0.172,235.190,14.600,0.000,0.000,17.000
17122006,183400,3.356,0.188,235.260,14.200,0.000,0.000,17.000
17122006,183500,3.362,0.188,235.420,14.200,0.000,0.000,17.000
17122006,183600,3.372,0.190,235.720,14.200,0.000,0.000,17.000
17122006,183700,3.380,0.188,236.110,14.200,0.000,0.000,17.000
17122006,183800,3.344,0.184,234.990,14.200,0.000,0.000,17.000
17122006,183900,3.612,0.172,234.740,15.400,0.000,0.000,17.000
17122006,184000,3.652,0.164,234.970,15.600,0.000,0.000,17.000
17122006,184100,3.638,0.166,234.440,15.400,0.000,0.000,17.000
17122006,184200,3.618,0.176,234.120,15.400,0.000,0.000,17.000
17122006,184300,3.588,0.178,233.880,15.400,0.000,0.000,17.000
17122006,184400,3.596,0.176,233.390,15.400,0.000,0.000,16.000
17122006,184500,3.708,0.052,234.250,15.800,0.000,0.000,17.000
17122006,184600,3.790,0.054,234.900,16.000,0.000,0.000,17.000
17122006,184700,3.760,0.052,233.790,16.000,0.000,0.000,17.000
17122006,184800,3.754,0.052,233.490,16.000,0.000,0.000,16.000
17122006,184900,3.742,0.048,232.740,16.000,0.000,0.000,17.000
17122006,185000,3.954,0.046,232.090,17.000,0.000,0.000,17.000
17122006,185100,3.810,0.046,231.710,16.400,0.000,0.000,16.000
17122006,185200,3.808,0.100,231.570,16.400,0.000,0.000,17.000
17122006,185300,3.978,0.240,231.060,17.200,0.000,0.000,16.000
17122006,185400,3.974,0.232,230.350,17.200,0.000,0.000,16.000
17122006,185500,4.006,0.222,229.850,17.400,0.000,0.000,16.000
17122006,185600,4.112,0.302,230.960,17.800,0.000,0.000,17.000
17122006,185700,4.060,0.304,229.570,17.600,0.000,0.000,16.000
17122006,185800,4.050,0.294,230.680,17.600,0.000,0.000,16.000
17122006,185900,4.046,0.300,229.630,17.600,0.000,0.000,16.000
17122006,190000,4.078,0.300,230.780,17.600,0.000,0.000,17.000
17122006,190100,4.180,0.310,234.090,17.800,0.000,0.000,17.000
17122006,190200,4.132,0.306,233.780,17.600,0.000,0.000,16.000
17122006,190300,3.768,0.312,234.670,16.000,0.000,0.000,17.000
17122006,190400,3.556,0.360,233.420,15.200,0.000,0.000,17.000
17122006,190500,3.528,0.436,233.770,15.200,0.000,0.000,17.000
17122006,190600,2.922,0.380,234.780,12.600,0.000,0.000,17.000
17122006,190700,2.420,0.300,235.320,10.400,0.000,0.000,16.000
17122006,190800,2.398,0.368,231.700,10.400,0.000,0.000,17.000
17122006,190900,2.398,0.370,231.830,10.400,0.000,1.000,16.000
17122006,191000,2.388,0.366,231.310,10.400,0.000,2.000,17.000
17122006,191100,2.432,0.376,233.970,10.400,0.000,1.000,17.000
17122006,191200,3.764,0.562,232.400,16.600,0.000,2.000,16.000
17122006,191300,3.782,0.440,233.220,16.400,0.000,1.000,17.000
17122006,191400,3.222,0.350,233.950,14.200,0.000,1.000,17.000
17122006,191500,2.210,0.226,234.540,9.400,0.000,2.000,16.000
17122006,191600,2.208,0.224,234.500,9.400,0.000,1.000,17.000
17122006,191700,2.220,0.228,235.390,9.400,0.000,1.000,17.000
17122006,191800,2.234,0.232,236.350,9.400,0.000,2.000,17.000
17122006,191900,2.224,0.230,236.290,9.400,0.000,1.000,18.000
17122006,192000,2.164,0.212,235.820,9.200,0.000,2.000,17.000
17122006,192100,2.472,0.276,235.790,10.800,0.000,1.000,17.000
17122006,192200,2.506,0.256,235.860,11.000,0.000,1.000,17.000
17122006,192300,2.168,0.214,235.900,9.200,0.000,1.000,17.000
17122006,192400,2.154,0.210,235.160,9.200,0.000,2.000,17.000
17122006,192500,2.146,0.208,234.660,9.200,0.000,1.000,17.000
17122006,192600,2.134,0.208,234.480,9.000,0.000,1.000,16.000
17122006,192700,2.104,0.198,232.360,9.000,0.000,1.000,17.000
17122006,192800,2.104,0.194,232.240,9.000,0.000,2.000,17.000
17122006,192900,2.116,0.200,233.350,9.000,0.000,1.000,16.000
17122006,193000,2.114,0.202,233.420,9.000,0.000,1.000,17.000
17122006,193100,2.532,0.380,232.290,11.000,0.000,1.000,16.000
17122006,193200,2.478,0.248,232.700,10.600,0.000,1.000,17.000
17122006,193300,2.366,0.088,232.560,10.200,0.000,0.000,17.000
17122006,193400,2.740,0.156,233.910,11.600,0.000,0.000,16.000
17122006,193500,3.424,0.178,232.750,14.800,0.000,0.000,17.000
17122006,193600,3.538,0.258,231.410,15.200,0.000,0.000,16.000
17122006,193700,4.012,0.378,231.180,17.600,0.000,0.000,17.000
17122006,193800,4.842,0.426,230.080,21.200,0.000,0.000,16.000
17122006,193900,3.578,0.450,233.040,15.400,0.000,0.000,17.000
17122006,194000,3.438,0.426,233.200,14.800,0.000,0.000,16.000
17122006,194100,3.290,0.280,233.650,14.000,0.000,0.000,17.000
17122006,194200,3.130,0.268,232.880,13.400,0.000,0.000,17.000
17122006,194300,3.150,0.264,232.310,13.600,0.000,0.000,16.000
17122006,194400,3.314,0.264,232.630,14.200,0.000,0.000,17.000
17122006,194500,3.022,0.266,232.410,13.000,0.000,0.000,16.000
17122006,194600,3.004,0.264,232.430,13.000,0.000,0.000,17.000
17122006,194700,3.020,0.266,232.600,13.000,0.000,0.000,17.000
17122006,194800,2.960,0.176,232.520,12.800,0.000,0.000,16.000
17122006,194900,3.544,0.166,231.680,15.600,0.000,0.000,17.000
17122006,195000,2.934,0.170,232.110,12.600,0.000,0.000,16.000
17122006,195100,3.034,0.168,232.190,13.000,0.000,0.000,17.000
17122006,195200,3.244,0.168,232.770,14.000,0.000,0.000,16.000
17122006,195300,3.304,0.164,231.700,14.200,0.000,0.000,17.000
17122006,195400,3.024,0.166,231.470,13.000,0.000,0.000,16.000
17122006,195500,3.032,0.168,231.830,13.000,0.000,0.000,17.000
17122006,195600,2.826,0.160,230.370,12.200,0.000,0.000,16.000
17122006,195700,2.558,0.160,231.970,11.000,0.000,0.000,17.000
17122006,195800,2.514,0.164,232.930,10.800,0.000,0.000,16.000
17122006,195900,2.406,0.166,233.070,10.400,0.000,0.000,17.000
17122006,200000,2.388,0.166,232.780,10.200,0.000,0.000,16.000
17122006,200100,2.314,0.170,233.790,9.800,0.000,0.000,17.000
17122006,200200,2.326,0.172,234.510,10.000,0.000,0.000,17.000
